order_id,customer_id,staff_id,store_id,product_id,quantity,list_price,discount
60,151,3,1,14,2,5.295880629097031,0
60,151,3,1,4,1,56.883591486999876,0
60,151,3,1,15,1,10.395806417330773,0
60,151,3,1,22,1,5.295880629097031,0
61,277,7,2,25,1,9.807353441765342,0
61,277,7,2,15,2,10.395806417330773,0
61,277,7,2,5,2,25.911349873072655,0
62,208,2,1,14,1,5.295880629097031,0
62,208,2,1,8,2,35.30698238293405,0
62,208,2,1,22,2,5.295880629097031,0
63,1075,7,2,25,2,9.807353441765342,0
63,1075,7,2,19,2,8.807179534295962,0
63,1075,7,2,3,1,19.614903034522538,0
64,1185,6,2,25,2,9.807353441765342,0
64,1185,6,2,22,2,5.295880629097031,0
64,1185,6,2,23,2,5.884333604662462,0
64,1185,6,2,24,2,10.788108401041061,0
65,996,6,2,12,1,10.788108401041061,0
66,1253,7,2,2,1,14.711128238143939,0
66,1253,7,2,23,1,5.884333604662462,0
66,1253,7,2,12,1,10.788108401041061,0
67,526,8,3,23,2,5.884333604662462,0
67,526,8,3,12,2,10.788108401041061,0
67,526,8,3,21,1,5.295880629097031,0
67,526,8,3,5,2,25.911349873072655,0
67,526,8,3,19,1,8.807179534295962,0
68,381,6,2,13,2,5.295880629097031,0
68,381,6,2,17,1,8.414877550585674,0
69,1413,7,2,22,2,5.295880629097031,0
69,1413,7,2,5,1,25.911349873072655,0
69,1413,7,2,10,1,30.383788638361793,0
70,50,9,3,3,2,19.614903034522538,0
70,50,9,3,18,1,8.807179534295962,0
70,50,9,3,20,1,11.76886336031678,0
71,797,7,2,26,2,11.76886336031678,0
71,797,7,2,24,1,10.788108401041061,0
71,797,7,2,18,1,8.807179534295962,0
72,1386,2,1,17,2,8.414877550585674,0
72,1386,2,1,12,1,10.788108401041061,0
72,1386,2,1,13,2,5.295880629097031,0
73,612,7,2,22,1,5.295880629097031,0
73,612,7,2,26,2,11.76886336031678,0
73,612,7,2,3,2,19.614903034522538,0
73,612,7,2,25,1,9.807353441765342,0
73,612,7,2,23,2,5.884333604662462,0
74,264,7,2,16,2,11.76886336031678,0
74,264,7,2,6,1,9.218900466199909,0
75,587,6,2,3,1,19.614903034522538,0
75,587,6,2,7,2,78.4602005910657,0
75,587,6,2,15,1,10.395806417330773,0
76,9,6,2,12,1,10.788108401041061,0
76,9,6,2,11,2,32.972785579857835,0
76,9,6,2,5,1,25.911349873072655,0
77,385,2,1,20,1,11.76886336031678,0
77,385,2,1,24,2,10.788108401041061,0
77,385,2,1,26,1,11.76886336031678,0
77,385,2,1,25,1,9.807353441765342,0
78,1182,7,2,17,1,8.414877550585674,0
78,1182,7,2,19,1,8.807179534295962,0
78,1182,7,2,18,2,8.807179534295962,0
78,1182,7,2,14,2,5.295880629097031,0
79,529,3,1,9,2,58.84510140555132,0
79,529,3,1,17,2,8.414877550585674,0
79,529,3,1,6,1,9.218900466199909,0
79,529,3,1,25,2,9.807353441765342,0
80,397,6,2,26,1,11.76886336031678,0
80,397,6,2,24,1,10.788108401041061,0
80,397,6,2,17,1,8.414877550585674,0
81,521,6,2,10,2,30.383788638361793,0
81,521,6,2,23,2,5.884333604662462,0
81,521,6,2,25,2,9.807353441765342,0
82,1223,6,2,25,2,9.807353441765342,0
82,1223,6,2,11,2,32.972785579857835,0
83,393,3,1,20,1,11.76886336031678,0
83,393,3,1,3,2,19.614903034522538,0
84,317,7,2,23,2,5.884333604662462,0
84,317,7,2,15,2,10.395806417330773,0
85,1174,7,2,4,2,56.883591486999876,0
85,1174,7,2,18,1,8.807179534295962,0
86,276,7,2,9,2,58.84510140555132,0
86,276,7,2,23,2,5.884333604662462,0
86,276,7,2,21,2,5.295880629097031,0
86,276,7,2,15,1,10.395806417330773,0
87,516,6,2,20,2,11.76886336031678,0
87,516,6,2,23,2,5.884333604662462,0
88,1069,6,2,10,1,30.383788638361793,0
88,1069,6,2,8,2,35.30698238293405,0
88,1069,6,2,7,1,78.4602005910657,0
89,668,8,3,5,1,25.911349873072655,0
89,668,8,3,6,2,9.218900466199909,0
90,414,7,2,3,1,19.614903034522538,0
90,414,7,2,6,1,9.218900466199909,0
91,648,2,1,11,1,32.972785579857835,0
91,648,2,1,25,1,9.807353441765342,0
91,648,2,1,15,2,10.395806417330773,0
91,648,2,1,13,2,5.295880629097031,0
92,1309,7,2,8,1,35.30698238293405,0
93,1328,3,1,22,2,5.295880629097031,0
93,1328,3,1,17,1,8.414877550585674,0
93,1328,3,1,21,1,5.295880629097031,0
93,1328,3,1,2,1,14.711128238143939,0
93,1328,3,1,10,2,30.383788638361793,0
94,929,2,1,12,1,10.788108401041061,0
94,929,2,1,4,1,56.883591486999876,0
94,929,2,1,11,1,32.972785579857835,0
94,929,2,1,21,2,5.295880629097031,0
95,218,7,2,10,2,30.383788638361793,0
95,218,7,2,19,1,8.807179534295962,0
95,218,7,2,8,2,35.30698238293405,0
95,218,7,2,20,2,11.76886336031678,0
96,1094,7,2,26,1,11.76886336031678,0
96,1094,7,2,23,1,5.884333604662462,0
97,204,7,2,20,2,11.76886336031678,0
97,204,7,2,2,1,14.711128238143939,0
97,204,7,2,6,2,9.218900466199909,0
97,204,7,2,19,1,8.807179534295962,0
98,1194,6,2,19,1,8.807179534295962,0
98,1194,6,2,21,1,5.295880629097031,0
98,1194,6,2,2,1,14.711128238143939,0
98,1194,6,2,22,2,5.295880629097031,0
99,1165,9,3,13,1,5.295880629097031,0
99,1165,9,3,21,1,5.295880629097031,0
99,1165,9,3,25,2,9.807353441765342,0
99,1165,9,3,7,2,78.4602005910657,0
99,1165,9,3,23,2,5.884333604662462,0
100,1237,7,2,12,2,10.788108401041061,0
100,1237,7,2,11,2,32.972785579857835,0
100,1237,7,2,7,2,78.4602005910657,0
100,1237,7,2,16,2,11.76886336031678,0
100,1237,7,2,24,2,10.788108401041061,0
101,271,8,3,12,2,10.788108401041061,0
102,336,7,2,15,1,10.395806417330773,0
102,336,7,2,22,1,5.295880629097031,0
103,991,2,1,17,1,8.414877550585674,0
103,991,2,1,3,1,19.614903034522538,0
103,991,2,1,18,1,8.807179534295962,0
103,991,2,1,15,2,10.395806417330773,0
103,991,2,1,9,2,58.84510140555132,0
104,7,7,2,19,2,8.807179534295962,0
104,7,7,2,26,1,11.76886336031678,0
105,306,7,2,11,2,32.972785579857835,0
105,306,7,2,3,1,19.614903034522538,0
105,306,7,2,9,1,58.84510140555132,0
106,422,9,3,17,1,8.414877550585674,0
106,422,9,3,13,2,5.295880629097031,0
107,633,2,1,19,1,8.807179534295962,0
107,633,2,1,13,2,5.295880629097031,0
108,12,6,2,11,1,32.972785579857835,0
108,12,6,2,22,2,5.295880629097031,0
108,12,6,2,16,2,11.76886336031678,0
109,1255,6,2,22,2,5.295880629097031,0
109,1255,6,2,6,1,9.218900466199909,0
110,677,9,3,14,1,5.295880629097031,0
111,630,6,2,14,1,5.295880629097031,0
111,630,6,2,12,2,10.788108401041061,0
112,469,6,2,23,2,5.884333604662462,0
112,469,6,2,25,2,9.807353441765342,0
112,469,6,2,24,2,10.788108401041061,0
112,469,6,2,5,1,25.911349873072655,0
113,1078,6,2,12,2,10.788108401041061,0
113,1078,6,2,24,2,10.788108401041061,0
113,1078,6,2,6,1,9.218900466199909,0
113,1078,6,2,23,1,5.884333604662462,0
113,1078,6,2,5,2,25.911349873072655,0
114,1431,7,2,12,1,10.788108401041061,0
114,1431,7,2,2,1,14.711128238143939,0
114,1431,7,2,13,2,5.295880629097031,0
115,1369,7,2,22,1,5.295880629097031,0
115,1369,7,2,19,1,8.807179534295962,0
116,471,7,2,26,1,11.76886336031678,0
117,740,6,2,22,2,5.295880629097031,0
117,740,6,2,26,1,11.76886336031678,0
117,740,6,2,14,1,5.295880629097031,0
117,740,6,2,19,1,8.807179534295962,0
118,577,2,1,18,1,8.807179534295962,0
118,577,2,1,4,1,56.883591486999876,0
118,577,2,1,6,1,9.218900466199909,0
118,577,2,1,3,2,19.614903034522538,0
118,577,2,1,23,2,5.884333604662462,0
119,925,7,2,25,1,9.807353441765342,0
120,327,7,2,13,2,5.295880629097031,0
120,327,7,2,6,2,9.218900466199909,0
120,327,7,2,10,2,30.383788638361793,0
120,327,7,2,17,1,8.414877550585674,0
120,327,7,2,16,2,11.76886336031678,0
121,755,6,2,5,1,25.911349873072655,0
121,755,6,2,14,2,5.295880629097031,0
121,755,6,2,4,2,56.883591486999876,0
121,755,6,2,24,2,10.788108401041061,0
121,755,6,2,2,2,14.711128238143939,0
122,786,6,2,16,1,11.76886336031678,0
123,766,6,2,12,2,10.788108401041061,0
124,403,3,1,16,1,11.76886336031678,0
124,403,3,1,4,1,56.883591486999876,0
124,403,3,1,7,2,78.4602005910657,0
125,685,6,2,17,1,8.414877550585674,0
126,1365,7,2,9,2,58.84510140555132,0
127,484,8,3,17,1,8.414877550585674,0
127,484,8,3,20,1,11.76886336031678,0
127,484,8,3,4,2,56.883591486999876,0
128,86,6,2,24,2,10.788108401041061,0
128,86,6,2,16,2,11.76886336031678,0
128,86,6,2,4,2,56.883591486999876,0
128,86,6,2,3,2,19.614903034522538,0
129,84,7,2,18,1,8.807179534295962,0
129,84,7,2,9,1,58.84510140555132,0
130,1049,6,2,26,1,11.76886336031678,0
130,1049,6,2,5,2,25.911349873072655,0
131,316,8,3,22,2,5.295880629097031,0
131,316,8,3,4,2,56.883591486999876,0
131,316,8,3,24,2,10.788108401041061,0
132,46,3,1,2,2,14.711128238143939,0
132,46,3,1,20,1,11.76886336031678,0
132,46,3,1,9,1,58.84510140555132,0
133,409,7,2,13,2,5.295880629097031,0
133,409,7,2,22,1,5.295880629097031,0
134,679,7,2,19,2,8.807179534295962,0
134,679,7,2,2,2,14.711128238143939,0
134,679,7,2,18,2,8.807179534295962,0
135,1354,7,2,5,2,25.911349873072655,0
135,1354,7,2,18,2,8.807179534295962,0
135,1354,7,2,25,1,9.807353441765342,0
135,1354,7,2,2,1,14.711128238143939,0
136,1192,8,3,7,2,78.4602005910657,0
136,1192,8,3,3,2,19.614903034522538,0
137,370,7,2,23,1,5.884333604662462,0
137,370,7,2,22,1,5.295880629097031,0
138,438,7,2,16,2,11.76886336031678,0
138,438,7,2,6,1,9.218900466199909,0
139,710,7,2,19,2,8.807179534295962,0
139,710,7,2,3,1,19.614903034522538,0
140,1264,7,2,15,1,10.395806417330773,0
140,1264,7,2,21,1,5.295880629097031,0
140,1264,7,2,12,2,10.788108401041061,0
140,1264,7,2,3,1,19.614903034522538,0
141,557,7,2,18,1,8.807179534295962,0
142,170,3,1,16,2,11.76886336031678,0
142,170,3,1,11,2,32.972785579857835,0
142,170,3,1,19,1,8.807179534295962,0
143,693,7,2,6,1,9.218900466199909,0
144,1124,7,2,8,2,35.30698238293405,0
145,366,6,2,11,1,32.972785579857835,0
145,366,6,2,9,2,58.84510140555132,0
146,288,3,1,3,2,19.614903034522538,0
146,288,3,1,12,1,10.788108401041061,0
146,288,3,1,20,2,11.76886336031678,0
146,288,3,1,6,2,9.218900466199909,0
146,288,3,1,2,1,14.711128238143939,0
147,55,7,2,26,2,11.76886336031678,0
148,714,6,2,14,1,5.295880629097031,0
149,763,6,2,12,2,10.788108401041061,0
149,763,6,2,21,2,5.295880629097031,0
150,332,2,1,7,1,78.4602005910657,0
150,332,2,1,3,1,19.614903034522538,0
150,332,2,1,17,1,8.414877550585674,0
150,332,2,1,25,2,9.807353441765342,0
151,926,2,1,17,1,8.414877550585674,0
151,926,2,1,26,1,11.76886336031678,0
152,76,6,2,6,2,9.218900466199909,0
152,76,6,2,22,2,5.295880629097031,0
152,76,6,2,16,2,11.76886336031678,0
153,498,6,2,16,1,11.76886336031678,0
153,498,6,2,8,1,35.30698238293405,0
153,498,6,2,15,2,10.395806417330773,0
154,1286,2,1,12,1,10.788108401041061,0
155,371,6,2,8,1,35.30698238293405,0
156,357,3,1,18,2,8.807179534295962,0
156,357,3,1,17,2,8.414877550585674,0
156,357,3,1,6,1,9.218900466199909,0
157,43,8,3,4,1,56.883591486999876,0
157,43,8,3,7,2,78.4602005910657,0
158,117,9,3,24,1,10.788108401041061,0
159,32,2,1,13,1,5.295880629097031,0
160,205,7,2,21,1,5.295880629097031,0
160,205,7,2,15,2,10.395806417330773,0
160,205,7,2,18,2,8.807179534295962,0
160,205,7,2,11,1,32.972785579857835,0
161,251,7,2,24,2,10.788108401041061,0
161,251,7,2,22,1,5.295880629097031,0
161,251,7,2,7,2,78.4602005910657,0
162,31,3,1,18,1,8.807179534295962,0
162,31,3,1,21,2,5.295880629097031,0
162,31,3,1,3,2,19.614903034522538,0
163,1325,7,2,12,1,10.788108401041061,0
163,1325,7,2,18,1,8.807179534295962,0
164,610,7,2,4,2,56.883591486999876,0
164,610,7,2,10,2,30.383788638361793,0
164,610,7,2,14,1,5.295880629097031,0
165,574,3,1,4,2,56.883591486999876,0
165,574,3,1,23,1,5.884333604662462,0
165,574,3,1,2,1,14.711128238143939,0
166,338,6,2,10,2,30.383788638361793,0
166,338,6,2,11,1,32.972785579857835,0
167,1034,7,2,12,1,10.788108401041061,0
167,1034,7,2,10,1,30.383788638361793,0
167,1034,7,2,13,2,5.295880629097031,0
167,1034,7,2,7,2,78.4602005910657,0
168,1147,3,1,6,1,9.218900466199909,0
168,1147,3,1,11,2,32.972785579857835,0
168,1147,3,1,12,2,10.788108401041061,0
168,1147,3,1,22,2,5.295880629097031,0
169,99,7,2,20,2,11.76886336031678,0
169,99,7,2,5,1,25.911349873072655,0
169,99,7,2,10,1,30.383788638361793,0
169,99,7,2,11,1,32.972785579857835,0
169,99,7,2,14,2,5.295880629097031,0
170,1200,7,2,12,2,10.788108401041061,0
170,1200,7,2,24,1,10.788108401041061,0
170,1200,7,2,7,1,78.4602005910657,0
170,1200,7,2,18,2,8.807179534295962,0
171,237,3,1,8,1,35.30698238293405,0
172,1079,7,2,23,1,5.884333604662462,0
172,1079,7,2,16,1,11.76886336031678,0
173,117,8,3,14,1,5.295880629097031,0
173,117,8,3,16,1,11.76886336031678,0
173,117,8,3,20,2,11.76886336031678,0
174,1361,7,2,22,2,5.295880629097031,0
174,1361,7,2,19,2,8.807179534295962,0
175,951,6,2,5,1,25.911349873072655,0
175,951,6,2,2,2,14.711128238143939,0
175,951,6,2,21,2,5.295880629097031,0
175,951,6,2,19,1,8.807179534295962,0
176,643,7,2,2,2,14.711128238143939,0
176,643,7,2,11,2,32.972785579857835,0
176,643,7,2,16,2,11.76886336031678,0
177,121,2,1,20,2,11.76886336031678,0
178,756,6,2,10,2,30.383788638361793,0
178,756,6,2,12,1,10.788108401041061,0
178,756,6,2,3,1,19.614903034522538,0
178,756,6,2,18,1,8.807179534295962,0
179,616,6,2,13,2,5.295880629097031,0
179,616,6,2,26,1,11.76886336031678,0
179,616,6,2,18,1,8.807179534295962,0
179,616,6,2,12,2,10.788108401041061,0
179,616,6,2,20,2,11.76886336031678,0
180,918,7,2,16,1,11.76886336031678,0
181,459,3,1,10,1,30.383788638361793,0
181,459,3,1,11,1,32.972785579857835,0
181,459,3,1,15,2,10.395806417330773,0
181,459,3,1,24,2,10.788108401041061,0
182,854,6,2,25,2,9.807353441765342,0
182,854,6,2,24,2,10.788108401041061,0
183,22,7,2,11,2,32.972785579857835,0
183,22,7,2,12,2,10.788108401041061,0
183,22,7,2,19,1,8.807179534295962,0
183,22,7,2,17,1,8.414877550585674,0
184,134,7,2,4,1,56.883591486999876,0
184,134,7,2,5,1,25.911349873072655,0
184,134,7,2,14,1,5.295880629097031,0
185,24,2,1,20,1,11.76886336031678,0
185,24,2,1,8,1,35.30698238293405,0
186,1127,6,2,4,1,56.883591486999876,0
186,1127,6,2,6,1,9.218900466199909,0
187,183,6,2,5,1,25.911349873072655,0
188,390,6,2,7,2,78.4602005910657,0
189,1288,2,1,16,2,11.76886336031678,0
190,98,6,2,24,1,10.788108401041061,0
190,98,6,2,15,1,10.395806417330773,0
190,98,6,2,3,2,19.614903034522538,0
191,919,2,1,25,1,9.807353441765342,0
191,919,2,1,12,2,10.788108401041061,0
191,919,2,1,3,1,19.614903034522538,0
191,919,2,1,8,2,35.30698238293405,0
191,919,2,1,23,1,5.884333604662462,0
192,728,7,2,8,2,35.30698238293405,0
192,728,7,2,25,1,9.807353441765342,0
192,728,7,2,2,1,14.711128238143939,0
192,728,7,2,24,2,10.788108401041061,0
192,728,7,2,10,2,30.383788638361793,0
193,1366,3,1,12,2,10.788108401041061,0
194,558,7,2,21,2,5.295880629097031,0
195,727,7,2,18,1,8.807179534295962,0
195,727,7,2,14,1,5.295880629097031,0
195,727,7,2,5,2,25.911349873072655,0
195,727,7,2,4,2,56.883591486999876,0
195,727,7,2,21,2,5.295880629097031,0
196,1247,6,2,6,1,9.218900466199909,0
196,1247,6,2,3,2,19.614903034522538,0
196,1247,6,2,10,2,30.383788638361793,0
196,1247,6,2,12,1,10.788108401041061,0
196,1247,6,2,20,1,11.76886336031678,0
197,127,7,2,4,2,56.883591486999876,0
197,127,7,2,2,2,14.711128238143939,0
198,640,6,2,6,2,9.218900466199909,0
198,640,6,2,20,2,11.76886336031678,0
198,640,6,2,8,2,35.30698238293405,0
198,640,6,2,13,2,5.295880629097031,0
198,640,6,2,17,1,8.414877550585674,0
199,760,7,2,25,2,9.807353441765342,0
199,760,7,2,18,2,8.807179534295962,0
199,760,7,2,4,1,56.883591486999876,0
200,1074,6,2,23,2,5.884333604662462,0
200,1074,6,2,22,2,5.295880629097031,0
201,280,9,3,24,1,10.788108401041061,0
201,280,9,3,7,1,78.4602005910657,0
201,280,9,3,14,2,5.295880629097031,0
201,280,9,3,17,1,8.414877550585674,0
202,600,2,1,8,1,35.30698238293405,0
202,600,2,1,17,1,8.414877550585674,0
202,600,2,1,15,2,10.395806417330773,0
202,600,2,1,25,2,9.807353441765342,0
203,1102,9,3,26,1,11.76886336031678,0
203,1102,9,3,3,2,19.614903034522538,0
203,1102,9,3,17,2,8.414877550585674,0
203,1102,9,3,19,2,8.807179534295962,0
204,591,7,2,6,2,9.218900466199909,0
204,591,7,2,17,2,8.414877550585674,0
205,635,6,2,22,2,5.295880629097031,0
205,635,6,2,24,2,10.788108401041061,0
206,743,9,3,25,1,9.807353441765342,0
206,743,9,3,20,1,11.76886336031678,0
207,105,7,2,12,2,10.788108401041061,0
207,105,7,2,5,1,25.911349873072655,0
207,105,7,2,11,2,32.972785579857835,0
207,105,7,2,7,2,78.4602005910657,0
208,815,7,2,6,2,9.218900466199909,0
208,815,7,2,4,2,56.883591486999876,0
208,815,7,2,3,1,19.614903034522538,0
208,815,7,2,12,1,10.788108401041061,0
208,815,7,2,10,2,30.383788638361793,0
209,514,6,2,13,1,5.295880629097031,0
210,943,6,2,14,1,5.295880629097031,0
210,943,6,2,13,2,5.295880629097031,0
211,1140,6,2,10,1,30.383788638361793,0
211,1140,6,2,2,2,14.711128238143939,0
212,1373,6,2,16,2,11.76886336031678,0
212,1373,6,2,12,2,10.788108401041061,0
212,1373,6,2,19,1,8.807179534295962,0
212,1373,6,2,7,1,78.4602005910657,0
213,788,8,3,13,1,5.295880629097031,0
214,363,6,2,21,1,5.295880629097031,0
215,1420,7,2,19,1,8.807179534295962,0
215,1420,7,2,12,2,10.788108401041061,0
216,267,3,1,22,2,5.295880629097031,0
216,267,3,1,16,2,11.76886336031678,0
217,716,7,2,18,1,8.807179534295962,0
217,716,7,2,10,2,30.383788638361793,0
217,716,7,2,17,1,8.414877550585674,0
218,1179,7,2,2,2,14.711128238143939,0
218,1179,7,2,13,1,5.295880629097031,0
218,1179,7,2,12,1,10.788108401041061,0
219,1338,6,2,26,1,11.76886336031678,0
219,1338,6,2,5,1,25.911349873072655,0
220,1358,6,2,6,2,9.218900466199909,0
220,1358,6,2,25,1,9.807353441765342,0
220,1358,6,2,22,2,5.295880629097031,0
220,1358,6,2,3,2,19.614903034522538,0
221,1218,2,1,11,2,32.972785579857835,0
